col0 col1
74.3208687261473 -56.344810272695184
73.34593767880021 -55.93993398012154
73.34593767880021 -55.93993398012154
73.34593767880021 -55.93993398012154
76.37851496609066 -54.94222932812573
76.37851496609066 -54.94222932812573
76.37851496609066 -54.94222932812573
84.23953226568872 -53.929469479807906
84.23953226568872 -53.929469479807906
86.32015084199206 -52.37408671708897
105.61562166301385 -50.00682334868801
117.35782947769329 -48.53306463578704
118.7040583102206 -47.36116049625225
121.319996527789 -46.685077373125544
123.89653977309153 -46.57995956883873
123.89653977309153 -46.57995956883873
133.14519945012606 -45.940597484766904
133.14519945012606 -45.940597484766904
141.56278590945422 -45.87330905549328
141.56278590945422 -45.87330905549328
141.56278590945422 -45.87330905549328
152.79736418780456 -44.04980146152394
150.94673277851354 -43.39414312421955
150.94673277851354 -43.39414312421955
143.0959227951071 -42.864445450531385
143.0959227951071 -42.864445450531385
143.0959227951071 -42.864445450531385
152.12729200856356 -41.033367101930295
158.6524908871368 -39.874315445119684
158.6524908871368 -39.874315445119684
154.34261515893127 -39.15565268912704
156.99741472452638 -38.23572392719386
154.69817125678495 -37.57648032854899
154.69817125678495 -37.57648032854899
149.99652641808882 -37.2715239400018
149.99652641808882 -37.2715239400018
149.99652641808882 -37.2715239400018
149.99652641808882 -37.2715239400018
156.80062094215862 -37.27322532867435
154.51381669797505 -36.476598224987015
160.41329936386433 -35.3906130787304
160.41329936386433 -35.3906130787304
161.76688860891895 -35.282033152893995
161.76688860891895 -35.282033152893995
162.01256909586414 -34.9662360007069
164.47213893694362 -34.43821978305491
185.34649603000597 -33.1257819012301
185.34649603000597 -33.1257819012301
188.1626696327326 -32.899087377842626
190.30464354774082 -32.74746032759441
190.30464354774082 -32.74746032759441
187.53559703459362 -32.57337109302327
188.84157140546017 -32.56876928014843
189.501668993134 -32.31491557859324
183.41187776648388 -31.820899707489446
183.41187776648388 -31.820899707489446
188.77665607347953 -30.678423744883926
188.77665607347953 -30.678423744883926
191.47254461264586 -29.33720860838695
191.47254461264586 -29.33720860838695
191.47254461264586 -29.33720860838695
191.47254461264586 -29.33720860838695
191.47254461264586 -29.33720860838695
191.47254461264586 -29.33720860838695
203.59394278914237 -28.76644770015823
212.19437840041394 -27.66409175400414
212.19437840041394 -27.66409175400414
207.84100404171494 -27.51107418166542
207.84100404171494 -27.51107418166542
199.89507467268083 -27.142207512833536
199.89507467268083 -27.142207512833536
206.52416398427434 -25.54079110352081
215.84538718329995 -25.4212540293723
215.84538718329995 -25.4212540293723
229.46278546036584 -25.492111754332953
229.46278546036584 -25.492111754332953
230.64129751553784 -25.277063246135494
231.2693531608442 -25.099991084646017
231.2693531608442 -25.099991084646017
231.2693531608442 -25.099991084646017
231.2693531608442 -25.099991084646017
237.7734771450807 -24.787731507214268
237.7734771450807 -24.787731507214268
237.7734771450807 -24.787731507214268
237.7734771450807 -24.787731507214268
237.7734771450807 -24.787731507214268
237.7734771450807 -24.787731507214268
237.7734771450807 -24.787731507214268
237.7734771450807 -24.787731507214268
237.7734771450807 -24.787731507214268
237.7734771450807 -24.787731507214268
237.7734771450807 -24.787731507214268
249.18669677960116 -24.81559060907658
249.18669677960116 -24.81559060907658
244.50335674614308 -24.32178380163631
244.50335674614308 -24.32178380163631
248.83742920690952 -23.387925722877327
248.83742920690952 -23.387925722877327
248.15816789613228 -22.98012592230058
251.18854089746227 -22.950391344648203
251.18854089746227 -22.950391344648203
251.18854089746227 -22.950391344648203
249.96089230347783 -22.80072521759331
249.96089230347783 -22.80072521759331
249.96089230347783 -22.80072521759331
249.96089230347783 -22.80072521759331
249.96089230347783 -22.80072521759331
249.96089230347783 -22.80072521759331
249.96089230347783 -22.80072521759331
249.96089230347783 -22.80072521759331
249.96089230347783 -22.80072521759331
267.69078647753116 -22.692961260263388
267.69078647753116 -22.692961260263388
267.69078647753116 -22.692961260263388
267.69078647753116 -22.692961260263388
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
267.5029534691734 -22.850475935561118
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
265.18734935629095 -22.693169799265583
264.57772004607995 -22.757895466085056
264.57772004607995 -22.757895466085056
259.989375788019 -22.63394779582072
259.989375788019 -22.63394779582072
259.989375788019 -22.63394779582072
259.989375788019 -22.63394779582072
259.989375788019 -22.63394779582072
259.989375788019 -22.63394779582072
259.989375788019 -22.63394779582072
259.989375788019 -22.63394779582072
259.989375788019 -22.63394779582072
259.989375788019 -22.63394779582072
259.989375788019 -22.63394779582072
259.989375788019 -22.63394779582072
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
258.07396679711826 -22.54158447430265
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
256.8238857226699 -22.589562042094567
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
251.41148208226744 -22.486340943259986
